0,0.550695314903184,0,-0.112410210437842,0,0.0125678435952035,0,-0.000969630184269769,0,5.71360065450277e-05,0,-2.72385223697331e-06,0,1.09041357489138e-07,0,-3.7622842766552e-09,0,1.14060986350362e-10,0,-3.08386476077782e-12,0,7.52366918765901e-14,0,-1.67140606910365e-15,0,3.46944695195361e-17,0,4.77048955893622e-18,0,-8.23993651088983e-18,0,5.85469173142172e-18,0,3.03576608295941e-18,0,1.56125112837913e-17,0,-1.2414114874959e-17,0,4.66206934168767e-18,0,-9.13440330319037e-18,0,7.63346092065575e-18,0,-6.63396204289568e-18,0,8.85827056238547e-18,0,-8.95059715363619e-18,0,-1.52465930505774e-18,0,-1.68051336735253e-18,0,-5.97327634403733e-18,0,1.38913403349705e-18,0,-1.33492392487278e-17,0,6.01732205729455e-18,0,-8.37546178245052e-18,0,-3.52365706057789e-18,0,-8.02309607639273e-18,0,8.02309607639273e-18,0,-4.11996825544492e-18,0,5.42101086242752e-18,0,-5.20417042793042e-18,0,3.46944695195361e-18,0,-6.50521303491303e-18,0,4.33680868994202e-18,0,-8.67361737988404e-19,0,8.67361737988404e-19,0,2.60208521396521e-18,0,5.20417042793042e-18,0,4.33680868994202e-18,0,2.60208521396521e-18,0,-3.46944695195361e-18,0,5.20417042793042e-18,0,-2.60208521396521e-18
0.550695314903184,0,0.584100587303554,0,-0.196717868266223,0,0.0282194036440748,0,-0.00257112029452619,0,0.00017164592123415,0,-9.04254672797269e-06,0,3.93424136383574e-07,0,-1.45788515235751e-08,0,4.70477598719932e-10,0,-1.34466422371804e-11,0,3.44878639535473e-13,0,-8.02656552334469e-15,0,1.76941794549634e-16,0,-1.21430643318376e-17,0,5.20417042793042e-18,0,-3.90312782094782e-18,0,1.12757025938492e-17,0,-1.51788304147971e-18,0,-6.93889390390723e-18,0,1.32814766129474e-17,0,-4.68917439599981e-18,0,1.06929439261383e-17,0,5.03476383847956e-18,0,1.87483331336451e-17,0,-6.81692115950261e-18,0,2.00306351366697e-17,0,-1.28613482711093e-17,0,4.79759461324836e-18,0,7.42678488152571e-18,0,9.75781955236954e-18,0,2.16840434497101e-19,0,-1.21430643318376e-17,0,1.43114686768087e-17,0,-8.45677694538693e-18,0,8.67361737988404e-18,0,-6.93889390390723e-18,0,5.20417042793042e-18,0,-3.46944695195361e-18,0,1.12757025938492e-17,0,-6.93889390390723e-18,0,0,0,-5.20417042793042e-18,0,-2.60208521396521e-18,0,-3.46944695195361e-18,0,5.20417042793042e-18,0,-7.80625564189563e-18,0,9.97465998686664e-18,0,-7.91467585914418e-18,0,6.50521303491303e-18,0
0,0.584100587303554,0,0.516659143488831,0,-0.27104762664734,0,0.0483370615370919,0,-0.00511075909625522,0,0.00038232179596198,0,-2.20902625678566e-05,0,1.03886148842755e-06,0,-4.1173511471787e-08,0,1.40976798637671e-09,0,-4.24814506488902e-11,0,1.14291562325342e-12,0,-2.77685860416987e-14,0,6.09755301805848e-16,0,-1.73472347597681e-18,0,-1.30104260698261e-17,0,-6.93889390390723e-18,0,1.73472347597681e-17,0,-2.25514051876985e-17,0,5.85469173142172e-18,0,-2.16840434497101e-18,0,3.14418630020796e-18,0,2.65629532258949e-18,0,4.2554935270056e-18,0,7.53520509877426e-18,0,-1.10588621593521e-17,0,7.69783542464708e-18,0,-9.10729824887824e-18,0,1.07336015076065e-17,0,-1.40946282423116e-17,0,-1.04083408558608e-17,0,5.20417042793042e-18,0,-1.73472347597681e-18,0,-3.90312782094782e-18,0,-2.60208521396521e-18,0,3.46944695195361e-18,0,-1.38777878078145e-17,0,1.04083408558608e-17,0,-6.07153216591882e-18,0,6.07153216591882e-18,0,-6.93889390390723e-18,0,2.60208521396521e-18,0,-7.37257477290143e-18,0,-1.51788304147971e-18,0,1.23599047663348e-17,0,6.07153216591882e-18,0,-3.46944695195361e-18,0,6.93889390390723e-18,0,3.46944695195361e-18,0,-1.73472347597681e-18
-0.112410210437842,0,0.516659143488831,0,0.407285076647146,0,-0.332524195123093,0,0.0721813074639329,0,-0.00873898461511666,0,0.00072604225190343,0,-4.57186857755407e-05,0,2.31303886061773e-06,0,-9.769039914162e-08,0,3.53858903984205e-09,0,-1.12157297338378e-10,0,3.15908410541965e-12,0,-8.00388401389629e-14,0,1.83577111845246e-15,0,-1.99493199737333e-17,0,-1.21430643318376e-17,0,1.12757025938492e-17,0,6.93889390390723e-18,0,-2.08166817117217e-17,0,8.67361737988404e-19,0,-3.46944695195361e-18,0,-1.30104260698261e-18,0,8.02309607639273e-18,0,1.74827600313288e-18,0,2.46655994240452e-18,0,-8.83624770575686e-18,0,3.25260651745651e-19,0,-1.97324795392362e-17,0,1.47451495458029e-17,0,3.90312782094782e-18,0,-1.73472347597681e-18,0,-8.67361737988404e-19,0,-8.67361737988404e-19,0,-9.54097911787244e-18,0,-1.73472347597681e-18,0,5.20417042793042e-18,0,-8.67361737988404e-19,0,8.67361737988404e-19,0,0,0,-4.33680868994202e-19,0,3.46944695195361e-18,0,5.20417042793042e-18,0,-6.93889390390723e-18,0,-5.20417042793042e-18,0,-6.93889390390723e-18,0,3.46944695195361e-18,0,-3.46944695195361e-18,0,-6.93889390390723e-18,0,0,0
0,-0.196717868266223,0,0.407285076647146,0,0.282835386523568,0,-0.379669501873908,0,0.0988804604954095,0,-0.0135655248275003,0,0.00124249018308281,0,-8.4807457028322e-05,0,4.59687644507184e-06,0,-2.06219658057142e-07,0,7.88168393744959e-09,0,-2.62195379990837e-10,0,7.71768586538268e-12,0,-2.03646127738821e-13,0,4.87110352054287e-15,0,-1.03649727689614e-16,0,-8.67361737988404e-18,0,5.20417042793042e-18,0,-6.93889390390723e-18,0,6.93889390390723e-18,0,-8.67361737988404e-19,0,2.60208521396521e-18,0,1.73472347597681e-18,0,-3.46944695195361e-18,0,2.02745806254789e-17,0,-4.01154803819637e-18,0,5.20417042793042e-18,0,-3.68628738645072e-18,0,-3.03576608295941e-18,0,3.90312782094782e-18,0,-9.54097911787244e-18,0,4.33680868994202e-18,0,-1.04083408558608e-17,0,6.93889390390723e-18,0,-1.56125112837913e-17,0,7.80625564189563e-18,0,-7.80625564189563e-18,0,3.46944695195361e-18,0,2.49366499671666e-18,0,3.90312782094782e-18,0,5.20417042793042e-18,0,-1.73472347597681e-18,0,-1.73472347597681e-18,0,-8.67361737988404e-18,0,0,0,-6.93889390390723e-18,0,5.20417042793042e-18,0,-5.20417042793042e-18,0,1.30104260698261e-17,0,-6.83047368665868e-18
0.0125678435952035,0,-0.27104762664734,0,0.282835386523568,0,0.158018311443612,0,-0.412147018898382,0,0.127533548807322,0,-0.0196615574065571,0,0.00197308495035346,0,-0.000145300814632135,0,8.40734064321469e-06,0,-3.99451680910441e-07,0,1.60707298094143e-08,0,-5.60009597722066e-10,0,1.71974049584245e-11,0,-4.718152951666e-13,0,1.16807605254898e-14,0,-2.73218947466347e-16,0,2.16840434497101e-18,0,2.60208521396521e-18,0,-9.54097911787244e-18,0,6.07153216591882e-18,0,-7.80625564189563e-18,0,1.82145964977565e-17,0,-1.82145964977565e-17,0,1.17093834628434e-17,0,-2.3039296165317e-18,0,6.93889390390723e-18,0,2.16840434497101e-18,0,1.30104260698261e-18,0,6.07153216591882e-18,0,-1.64798730217797e-17,0,-1.73472347597681e-18,0,2.60208521396521e-18,0,2.60208521396521e-18,0,8.67361737988404e-19,0,4.33680868994202e-19,0,1.10046520507279e-17,0,-6.07153216591882e-18,0,8.67361737988404e-18,0,0,0,0,0,3.46944695195361e-18,0,-3.46944695195361e-18,0,-1.73472347597681e-18,0,7.80625564189563e-18,0,-1.38777878078145e-17,0,-6.50521303491303e-19,0,-7.58941520739853e-18,0,3.25260651745651e-18,0,-9.75781955236954e-18,0
0,0.0282194036440748,0,-0.332524195123093,0,0.158018311443612,0,0.0413621500195008,0,-0.43039494196702,0,0.157259173510667,0,-0.0270613250011126,0,0.00295986425545071,0,-0.000234212129542001,0,1.44199285998224e-05,0,-7.23727521688075e-07,0,3.05840528467063e-08,0,-1.11436081456223e-09,0,3.56478622662304e-11,0,-1.015602532628e-12,0,2.60798327378353e-14,0,-6.11490025281825e-16,0,0,0,-2.60208521396521e-18,0,-8.67361737988404e-18,0,-4.33680868994202e-18,0,-1.73472347597681e-18,0,-1.30104260698261e-17,0,-3.46944695195361e-18,0,-4.33680868994202e-18,0,4.33680868994202e-19,0,8.67361737988404e-19,0,-3.46944695195361e-18,0,0,0,0,0,-3.46944695195361e-18,0,-6.07153216591882e-18,0,8.67361737988404e-18,0,-5.63785129692462e-18,0,9.75781955236954e-18,0,-1.38777878078145e-17,0,1.30104260698261e-17,0,5.20417042793042e-18,0,6.93889390390723e-18,0,-1.04083408558608e-17,0,3.46944695195361e-18,0,8.67361737988404e-19,0,0,0,1.30104260698261e-18,0,-1.62630325872826e-19,0,-1.62630325872826e-19,0,-5.96311194867027e-18,0,8.18572640226556e-18,0,-7.91467585914418e-18,0,1.19262238973405e-17
-0.000969630184269769,0,0.0483370615370919,0,-0.379669501873908,0,0.0413621500195008,0,-0.0622299997922255,0,-0.43535866409768,0,0.187225285763993,0,-0.0357644169237374,0,0.00424442330652807,0,-0.000359601671314632,0,2.34904155747171e-05,0,-1.242472065648e-06,0,5.5043185885964e-08,0,-2.09356059138049e-09,0,6.96654192666735e-11,0,-2.05840943248714e-12,0,5.46620040897672e-14,0,-1.31925720348036e-15,0,3.38271077815477e-17,0,3.03576608295941e-18,0,-8.23993651088983e-18,0,2.60208521396521e-18,0,-5.20417042793042e-18,0,1.73472347597681e-18,0,-2.60208521396521e-18,0,-6.83047368665868e-18,0,-1.51788304147971e-18,0,5.20417042793042e-18,0,-2.60208521396521e-18,0,5.20417042793042e-18,0,6.07153216591882e-18,0,-4.33680868994202e-18,0,6.72205346941013e-18,0,-2.60208521396521e-18,0,1.73472347597681e-18,0,-2.60208521396521e-18,0,-8.67361737988404e-18,0,1.38777878078145e-17,0,-3.46944695195361e-18,0,4.33680868994202e-18,0,2.60208521396521e-18,0,3.46944695195361e-18,0,3.25260651745651e-18,0,9.75781955236954e-19,0,-7.48099499014998e-18,0,1.62630325872826e-17,0,-3.90312782094782e-18,0,1.62630325872826e-17,0,1.73472347597681e-18,0,8.89045781438114e-18,0
0,-0.00257112029452619,0,0.0721813074639329,0,-0.412147018898382,0,-0.0622299997922255,0,-0.150153062567175,0,-0.428302563331622,0,0.216668021551003,0,-0.0457386232471455,0,0.00586693990960262,0,-0.000530530394426303,0,3.66754013391857e-05,0,-2.03998505324699e-06,0,9.45716940497013e-08,0,-3.74912985726117e-09,0,1.29602907399107e-10,0,-3.96706170517624e-12,0,1.088517297132e-13,0,-2.69749500514394e-15,0,6.15826833971767e-17,0,-2.08166817117217e-17,0,7.17606312913843e-18,0,1.30104260698261e-18,0,-2.60208521396521e-18,0,6.50521303491303e-18,0,-4.33680868994202e-19,0,-6.07153216591882e-18,0,3.46944695195361e-18,0,1.73472347597681e-18,0,-4.33680868994202e-18,0,1.12757025938492e-17,0,-9.54097911787244e-18,0,6.50521303491303e-18,0,0,0,-8.67361737988404e-18,0,1.04083408558608e-17,0,-1.73472347597681e-18,0,-3.46944695195361e-18,0,7.80625564189563e-18,0,-4.33680868994202e-19,0,9.97465998686664e-18,0,-2.19008838842072e-17,0,6.17995238316738e-18,0,1.73472347597681e-18,0,-9.10729824887824e-18,0,6.07153216591882e-18,0,-7.91467585914418e-18,0,-7.26415455565288e-18,0,3.90312782094782e-18,0,2.60208521396521e-18,0,8.67361737988404e-19
5.71360065450277e-05,0,-0.00511075909625522,0,0.0988804604954095,0,-0.43039494196702,0,-0.150153062567175,0,-0.221321440051106,0,-0.410676338880822,0,0.244903208042395,0,-0.0569231740170759,0,0.00786529890494442,0,-0.000756992392645837,0,5.52512325019475e-05,0,-3.22555736548095e-06,0,1.56221115574489e-07,0,-6.4458803806719e-09,0,2.31199571640306e-10,0,-7.32345521031741e-12,0,2.0747672243443e-13,0,-5.30955487909601e-15,0,1.18828558104411e-16,0,-6.07153216591882e-18,0,4.33680868994202e-18,0,6.07153216591882e-18,0,6.07153216591882e-18,0,2.16840434497101e-17,0,-1.47451495458029e-17,0,5.31259064517897e-18,0,1.04083408558608e-17,0,-1.19262238973405e-17,0,9.92044987824237e-18,0,-3.03576608295941e-18,0,-6.93889390390723e-18,0,0,0,5.20417042793042e-18,0,-1.73472347597681e-18,0,1.64798730217797e-17,0,-1.12757025938492e-17,0,2.29850860566927e-17,0,1.30104260698261e-18,0,-1.75640751942652e-17,0,2.32019264911898e-17,0,-1.51788304147971e-17,0,8.23993651088983e-18,0,-1.64798730217797e-17,0,8.34835672813838e-18,0,-1.30104260698261e-18,0,0,0,1.73472347597681e-18,0,6.07153216591882e-18,0,-8.67361737988404e-19,0
